index,celebrity_age_during_season,1,2,3,4,5,6,7,8,9,10,11,industry_Actor_Performer,industry_Influencer,industry_Model_Fashion,industry_Music,industry_Others,industry_Sports,industry_TV_Media,fame_1,fame_1.1,fame_1.2,fame_1.3,fame_1.4
359,21,0.0683060109289617,0.0701298701298701,0.0805369127516778,0.0839328537170263,0.0935064935064935,0.0989010989010989,0.128440366972477,0.1168831168831168,,,,0,1,0,0,0,0,0,594,1125.032554213941,2130.8051313823944,4035.732558066174,7643.654053746706
360,18,0.0792349726775956,0.0805194805194805,0.0805369127516778,0.0839328537170263,0.1038961038961039,0.1098901098901098,0.1192660550458715,0.1331168831168831,0.1769911504424778,0.2547770700636942,,0,1,0,0,0,0,0,1196,2429.4294826374585,4934.889306946571,10024.218708903289,20362.1508961669
361,38,0.0683060109289617,0.0623376623376623,0.0704697986577181,,,,,,,,,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
362,50,0.0710382513661202,0.0623376623376623,0.0704697986577181,0.0707434052757793,0.0935064935064935,0.0879120879120879,,,,,,0,0,0,0,0,0,1,1204,2447.3108499491836,4974.526907208461,10111.473150644038,20553.087998788185
363,39,0.0765027322404371,0.0831168831168831,0.0805369127516778,0.0815347721822542,0.1012987012987013,0.1043956043956044,0.1039755351681957,0.1363636363636363,0.1747787610619469,0.2484076433121019,,0,0,0,0,0,0,1,174,291.47692091886864,488.2689392433582,817.9260171895185,1370.1526266082426
364,51,0.0471204188481675,,,,,,,,,,,1,0,0,0,0,0,0,548,1029.5764835465498,1934.3571815183896,3634.249388450217,6827.988514036073
365,71,0.0549738219895288,0.0509708737864077,0.0595533498759305,,,,,,,,,1,0,0,0,0,0,0,799,1558.8396982754632,3041.2781037791406,5933.498174802064,11576.185862986791
366,50,0.0732984293193717,0.0679611650485436,0.0694789081885856,0.0780487804878048,0.0891861761426978,,,,,,,1,0,0,0,0,0,0,1826,3869.4643564966664,8199.755972726252,17376.047901662037,36821.46660036136
367,24,0.0602094240837696,0.058252427184466,0.0719602977667493,0.0682926829268292,0.0780379041248606,,,,,,,1,0,0,0,0,0,0,126,204.36550822691996,331.4703250225972,537.6277891697256,872.0045743697319
368,39,0.0549738219895288,0.0728155339805825,0.0669975186104218,0.0682926829268292,0.0802675585284281,0.0985507246376811,0.1198156682027649,0.1242038216560509,0.1477272727272727,,,1,0,0,0,0,0,0,572,1079.2837336538933,2036.4569540732277,3842.5085049258532,7250.2743457923225
369,32,0.0706806282722513,0.0703883495145631,0.0769230769230769,0.0707317073170731,0.0746934225195094,0.0985507246376811,0.1121351766513056,0.1242038216560509,0.1568181818181818,,,1,0,0,0,0,0,0,88,137.69904852264557,215.4662268641123,337.15334577219045,527.5647149892853
370,50,0.0759162303664921,0.0776699029126213,0.0818858560794044,0.0878048780487804,0.0914158305462653,0.0985507246376811,0.1167434715821812,0.143312101910828,0.1659090909090909,0.2435897435897435,,1,0,0,0,0,0,0,2359,5128.622519282076,11149.965640223478,24240.76510032705,52701.03169909459
371,61,0.0523560209424083,0.0631067961165048,0.0620347394540942,0.0609756097560975,,,,,,,,0,0,0,0,0,0,1,645,1231.7304732851899,2352.185982665668,4491.874656873756,8577.951778370316
372,34,0.0523560209424083,0.0606796116504854,0.064516129032258,0.0756097560975609,0.0802675585284281,0.0927536231884058,,,,,,0,0,0,1,0,0,0,1821,3857.8109403899966,8172.820017458937,17314.219921576856,36680.38826896074
373,32,0.0680628272251308,0.0655339805825242,0.0719602977667493,0.0829268292682926,0.0791527313266443,0.0985507246376811,0.1059907834101382,,,,,0,0,0,1,0,0,0,7947,19508.48456336219,47889.89177789608,117561.24505979258,288592.1397380897
374,50,0.06282722513089,0.0679611650485436,0.0794044665012407,0.0829268292682926,0.0869565217391304,0.1043478260869565,0.1075268817204301,0.1114649681528662,,,,0,1,0,0,0,0,0,10253,25818.79998494252,65016.13504949444,163721.6996622362,412279.1199428557
375,18,0.0837696335078534,0.0776699029126213,0.0818858560794044,0.0878048780487804,0.0936454849498327,0.1159420289855072,0.1198156682027649,0.143312101910828,0.1818181818181818,0.2564102564102564,,0,1,0,0,0,0,0,1251,2552.6016208122055,5208.453265046433,10627.582930681176,21685.040299099004
376,50,0.0523560209424083,0.0558252427184466,,,,,,,,,,0,0,0,0,0,0,1,819,1601.8147628155295,3132.857795328165,6127.298982122548,11983.880300059158
377,34,0.0445026178010471,0.0655339805825242,0.0570719602977667,0.0707317073170731,0.0691192865105908,0.081159420289855,0.0967741935483871,0.0923566878980891,,,,0,0,0,0,0,0,1,550,1033.7105732284022,1942.8319076439818,3651.501608976528,6862.901493381007
378,40,0.0732984293193717,0.0679611650485436,0.0744416873449131,0.0780487804878048,0.0858416945373467,0.1043478260869565,0.1121351766513056,0.1337579617834395,0.1659090909090909,0.2435897435897435,,0,0,0,0,0,0,1,868,1707.5431912148117,3359.105702608362,6608.085335322298,12999.528941585275
379,31,0.0732984293193717,0.0776699029126213,0.0818858560794044,0.0878048780487804,0.0914158305462653,0.1072463768115942,0.1090629800307219,0.1273885350318471,0.1818181818181818,0.2564102564102564,,0,0,0,0,0,0,1,66,100.34559884453336,152.56423041618189,231.95680399041126,352.66430912851274
380,32,0.0649350649350649,0.0672268907563025,,,,,,,,,,1,0,0,0,0,0,0,8415,20775.884983235814,51293.80829906626,126639.84094753978,312662.48007383937
381,55,0.0735930735930736,0.0756302521008403,0.0804953560371517,0.0875,0.0916666666666666,,,,,,,1,0,0,0,0,0,0,1137,2297.9284981918167,4644.217575023827,9386.174069877346,18969.882923623736
382,68,0.0692640692640692,0.0630252100840336,0.0773993808049535,0.075,0.1,0.0993788819875776,0.1152482269503546,0.1383399209486166,,,,1,0,0,0,0,0,0,622,1183.503163569625,2251.896685175737,4284.769856812599,8152.7953066004375
383,49,0.0562770562770562,0.0798319327731092,0.0743034055727554,0.075,0.0875,0.0962732919254658,0.1241134751773049,0.1422924901185771,0.1447963800904977,0.1789473684210526,0.1821305841924398,1,0,0,0,0,0,0,2353,5114.27550754519,11115.943037431603,24160.643952232866,52513.46774816156
384,17,0.0779220779220779,0.1008403361344537,0.0990712074303405,0.1125,0.1166666666666666,0.1304347826086956,0.1312056737588652,0.1581027667984189,0.1855203619909502,0.2105263157894736,0.2061855670103092,1,0,0,0,0,0,0,594,1125.032554213941,2130.8051313823944,4035.732558066174,7643.654053746706
385,38,0.0779220779220779,0.0630252100840336,0.0681114551083591,0.0875,,,,,,,,0,0,0,0,0,1,0,7910,19408.59652674086,47622.45501110198,116850.19152001855,286712.79662255774
386,58,0.0519480519480519,,,,,,,,,,,1,0,0,0,0,0,0,2534,5548.649240170099,12149.766531349707,26604.101354545244,58254.469915669106
387,52,0.0519480519480519,0.0756302521008403,0.0619195046439628,,,,,,,,,0,0,1,0,0,0,0,1237,2521.196349286846,5138.586120984081,10473.229239063154,21346.05280741328
388,46,0.0909090909090909,0.1008403361344537,0.1052631578947368,0.1,0.1125,0.1211180124223602,0.1276595744680851,0.1304347826086956,0.1945701357466063,0.2,0.2061855670103092,0,0,0,1,0,0,0,4349,10051.44147808651,23230.967069992585,53691.585648053646,124092.39618465849
389,27,0.0822510822510822,0.088235294117647,0.0835913312693498,0.0916666666666666,0.1,0.1149068322981366,0.1294326241134751,,,,,0,1,0,0,0,0,0,3277,7362.47927907435,16541.379656636884,37163.73664000338,83496.25906164193
390,26,0.0519480519480519,0.0630252100840336,0.0743034055727554,0.0875,0.075,0.0900621118012422,0.1134751773049645,0.1106719367588932,0.1357466063348416,,,0,0,0,0,0,0,1,2,2.1435469250725863,2.2973967099940698,2.4622888266898326,2.6390158215457884
391,53,0.0649350649350649,0.0504201680672268,0.0712074303405572,0.0791666666666666,0.1,0.1024844720496894,,,,,,0,0,0,0,0,0,1,31,43.70165288902177,61.60756339459819,86.8500758325527,122.43522152965917
392,27,0.0952380952380952,0.088235294117647,0.0990712074303405,0.1,0.1166666666666666,0.1180124223602484,0.1276595744680851,0.1541501976284585,0.171945701357466,0.2070175438596491,0.2027491408934708,0,0,0,0,0,0,1,19,25.505213368279996,34.237679419025696,45.95996414826417,61.69572063157768
393,38,0.0909090909090909,0.0840336134453781,0.1052631578947368,0.1041666666666666,0.1,0.1273291925465838,0.1312056737588652,0.1660079051383399,0.167420814479638,0.2035087719298245,0.2027491408934708,0,0,0,0,0,0,1,341,610.98397113866,1094.725551285532,1961.4655854293053,3514.4399784088328
394,51,0.0688259109311741,0.0736434108527131,,,,,,,,,,1,0,0,0,0,0,0,2280,4940.015728794196,10703.401491550003,23190.7770701124,50246.8436356644
395,68,0.0607287449392712,0.0581395348837209,0.0723270440251572,,,,,,,,,1,0,0,0,0,0,0,1849,3923.111055096672,8323.850919752134,17661.1095534106,37472.41435059948
396,74,0.0647773279352226,0.0581395348837209,0.0660377358490566,,,,,,,,,1,0,0,0,0,0,0,1472,3052.8016728241546,6331.248677715993,13130.466409237159,27231.460474918822
397,24,0.0931174089068826,0.0930232558139534,0.1084905660377358,0.1088435374149659,0.1336633663366336,0.1553398058252427,0.1875,0.2071428571428571,0.2061855670103092,,,1,0,0,0,0,0,0,62,93.67654367085214,141.53701345350098,213.8499713196592,323.1084867312341
398,38,0.0890688259109311,0.0852713178294573,0.0817610062893081,0.0986394557823129,0.1188118811881188,0.1504854368932038,0.15,,,,,0,0,0,0,0,1,0,4565,10601.928233017257,24622.318128816696,57183.80059851794,132805.81599926733
399,39,0.0809716599190283,0.0813953488372093,0.0943396226415094,0.1224489795918367,0.1262376237623762,0.1359223300970873,0.159375,0.1928571428571428,0.1924398625429553,,,0,0,0,0,0,1,0,1824,3864.8026066442562,8188.9798181602055,17351.31060689845,36765.016700786815
400,26,0.0850202429149797,0.0852713178294573,0.0974842767295597,0.1122448979591836,0.1188118811881188,0.1359223300970873,0.16875,0.1892857142857143,0.2027491408934708,,,0,0,0,0,0,1,0,368,664.4045539771043,1199.5473134388978,2165.719287390774,3910.091731463254
401,28,0.0728744939271255,0.0813953488372093,0.0880503144654088,0.1088435374149659,0.1287128712871287,0.116504854368932,0.1625,0.2035714285714285,0.1958762886597938,,,0,0,0,0,0,1,0,217,371.6256717411289,636.4315202628807,1089.9276093775156,1866.5671888669194
402,33,0.0728744939271255,0.065891472868217,,,,,,,,,,0,0,0,0,1,0,0,1551,3233.500836207608,6741.152583981484,14053.850752615863,29299.25090942633
403,27,0.0728744939271255,0.0775193798449612,0.0959119496855346,0.1088435374149659,,,,,,,,0,0,1,0,0,0,0,83,129.11773577858514,200.86011677817484,312.4651022484354,486.0817652065305
404,51,0.0769230769230769,0.0813953488372093,0.0880503144654088,0.1088435374149659,0.1188118811881188,,,,,,,0,0,0,0,0,0,1,225,386.7236837071829,664.6898112891248,1142.450188197167,1963.6113121403212
405,26,0.0769230769230769,0.0736434108527131,0.0974842767295597,0.1088435374149659,0.1262376237623762,0.1504854368932038,,,,,,0,0,0,0,0,0,1,45,65.84666218484509,96.35073157522456,140.98609051769998,206.29918833513275
406,29,0.0850202429149797,0.0852713178294573,0.110062893081761,0.1224489795918367,0.1287128712871287,0.1553398058252427,0.171875,0.2071428571428571,0.2027491408934708,,,0,0,0,0,0,0,1,99,156.74681105322793,248.17740177127587,392.9395586174062,622.1416439388008
407,54,0.0548780487804878,0.0539568345323741,,,,,,,,,,1,0,0,0,0,0,0,3402,7671.984914470045,17301.39698055727,39017.06544212021,87988.92930006945
408,44,0.073170731707317,0.0683453237410071,0.0817120622568093,0.0846774193548387,0.0926517571884984,0.1058823529411764,0.1054216867469879,0.1227197346600331,,,,1,0,0,0,0,0,0,1952,4164.163706445302,8883.329597375123,18950.63458083035,40427.02086864799
409,55,0.073170731707317,0.0755395683453237,0.0817120622568093,0.0967741935483871,0.0958466453674121,0.1058823529411764,0.0963855421686747,0.1243781094527363,0.1333333333333333,0.1656976744186046,0.1963875280869962,1,0,0,0,0,0,0,602,1141.710881774287,2165.2886006010262,4106.534148651178,7788.163993177325
410,46,0.0609756097560975,0.0647482014388489,,,,,,,,,,0,0,0,0,0,1,0,2696,5940.074291324217,13087.716092897193,28836.055599246603,63534.24055203271
411,24,0.0609756097560975,0.079136690647482,0.0933852140077821,0.0967741935483871,0.1022364217252396,0.1147058823529411,0.1144578313253012,0.1293532338308457,0.1444444444444444,0.1656976744186046,0.2009031179782509,0,0,0,0,0,1,0,681,1307.560592033124,2510.594275826742,4820.490657349467,9255.62939473422
412,59,0.0548780487804878,0.0575539568345323,0.0700389105058365,0.0725806451612903,0.0766773162939297,0.0794117647058823,0.0873493975903614,0.1127694859038142,0.1074074074074074,,,1,0,0,0,0,0,0,1188,2411.5600721918513,4895.304698476395,9937.139185234717,20171.72398226016
413,22,0.0914634146341463,0.079136690647482,0.0856031128404669,0.0887096774193548,0.1118210862619808,0.1058823529411764,0.1234939759036144,0.1260364842454394,0.1555555555555555,0.1715116279069767,0.2009031179782509,0,0,0,0,1,0,0,939,1861.7962511702408,3691.4646228664083,7319.227897955533,14512.152355563614
414,41,0.0853658536585365,0.0755395683453237,0.0856031128404669,0.0927419354838709,,,,,,,,0,0,0,0,1,0,0,991,1975.5181310474536,3938.114920380644,7850.471672412171,15649.595485494092
415,29,0.0792682926829268,0.0755395683453237,0.0700389105058365,,,,,,,,,0,0,0,1,0,0,0,2069,4439.525345389687,9526.044123904003,20440.36458645351,43859.60205440598
416,34,0.0609756097560975,0.0647482014388489,0.0856031128404669,0.0846774193548387,0.0958466453674121,0.0823529411764705,,,,,,0,0,0,1,0,0,0,353,634.6761460828862,1141.115610217067,2051.6681522028016,3688.795569068184
417,24,0.0792682926829268,0.0755395683453237,0.0894941634241245,0.0967741935483871,0.1118210862619808,0.1029411764705882,0.1295180722891566,0.1276948590381426,0.1481481481481481,0.1686046511627907,0.2031609129238783,0,1,0,0,0,0,0,325,579.5243614072398,1033.3799552752882,1842.6734112983186,3285.7665598915596
418,26,0.073170731707317,0.079136690647482,0.0739299610894941,0.0927419354838709,0.0926517571884984,0.0941176470588235,0.1024096385542168,,,,,0,0,0,0,0,0,1,29,40.61044960745049,56.86926266618188,79.63745950751189,111.52113917914444
419,32,0.0914634146341463,0.079136690647482,0.0933852140077821,0.1008064516129032,0.1054313099041533,0.1147058823529411,0.1265060240963855,0.1310116086235489,0.1555555555555555,0.1686046511627907,,0,0,0,0,0,0,1,35,49.9430255960178,71.26588016241392,101.69239077354787,145.10930500924405
420,33,0.0609756097560975,0.0719424460431654,0.0894941634241245,0.0927419354838709,0.1150159744408945,0.0941176470588235,0.1144578313253012,0.1260364842454394,0.1555555555555555,0.1598837209302325,0.1986453230326235,0,0,0,0,0,0,1,84,130.82996182444748,203.76760608317105,317.36795386809905,494.30044391507585
